Module Title,Learning Outcome,Promoted skill,Promoted knowledge
Course_Data_Governance_and_Information_Management,Understand the importance of data in steering a company and making business decisions,"http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562, http://data.europa.eu/esco/skill/f60c9e52-95fc-4ca1-a73c-18a491153b63","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c, http://data.europa.eu/esco/skill/251b5528-693c-4ef9-a7f6-9924bb8d7ef8, http://data.europa.eu/esco/skill/3ce1fe19-7f9e-4070-941d-651673a5693b"
Course_Data_Governance_and_Information_Management,Understand risks related to data protection,"http://data.europa.eu/esco/skill/fe1c2b32-7fe9-4668-affa-07ff658a68cf, http://data.europa.eu/esco/skill/dad7e408-162f-46a4-8567-db560e19e2fc, http://data.europa.eu/esco/skill/1dd23dba-dd00-45ab-abf4-642902538317","http://data.europa.eu/esco/skill/7f27f1ff-2e17-4b69-990e-c23334478313, http://data.europa.eu/esco/skill/501537a7-9d63-491d-ae02-09f04767ff1e, http://data.europa.eu/esco/skill/6a536b36-c5c7-4d10-bf67-a4fb0f8549b2, http://data.europa.eu/esco/skill/5898d99a-62a4-4e10-a2e3-0d815ce44248, http://data.europa.eu/esco/skill/8088750d-8388-4170-a76f-48354c469c44, http://data.europa.eu/esco/skill/a4346013-a967-4a58-a533-6b32ad1364c5, http://data.europa.eu/esco/skill/adcca622-b933-4ba3-bc43-bf371879edc3"
Course_Data_Governance_and_Information_Management,Identify saving potentials by better managing data,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5, http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95"
Course_Data_Governance_and_Information_Management,Ensure compliance requirements,"http://data.europa.eu/esco/skill/3d3ee5c3-4286-457f-9f76-1704011f7e11, http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d, http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9","http://data.europa.eu/esco/skill/e2103a1d-4a84-47a9-b4f7-774787573449, http://data.europa.eu/esco/skill/d3e9b00a-0891-4fa8-836d-8240ec3d2758, http://data.europa.eu/esco/skill/7814e88f-c133-4c3b-b27f-857afa145d42, http://data.europa.eu/esco/skill/3ff589b7-68df-4ea5-ae41-b395bdb2378f, http://data.europa.eu/esco/skill/08fe5910-8c4c-4679-a988-eb2ded3c4909, http://data.europa.eu/esco/skill/a846cb9e-c152-41e7-bd34-45e7ff941e3b"
Course_Data_Governance_and_Information_Management,Set up a data quality management program,"http://data.europa.eu/esco/skill/54c9c155-9293-4329-8ed2-2e76e8b519d4, http://data.europa.eu/esco/skill/d53b04fb-1bbb-4a25-92f8-8ceb308d276f, http://data.europa.eu/esco/skill/5d9e766b-8f17-4e17-bfab-3bb0e0719791, http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec, http://data.europa.eu/esco/skill/713fb616-118e-40bc-9366-4a69879a49d5","http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639, http://data.europa.eu/esco/skill/e9575f7f-053a-439e-8074-f93df3334e92, http://data.europa.eu/esco/skill/cc7370dd-69fa-4c67-a96f-d4d135d38700, http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01, http://data.europa.eu/esco/skill/a56dec32-05ef-45de-a256-ee6741f356db, http://data.europa.eu/esco/skill/696e3b5b-8b61-45af-ae4c-3ab700f197ec, http://data.europa.eu/esco/skill/9a0d0abc-010d-440b-8242-7e31510471ba, http://data.europa.eu/esco/skill/11eebd42-44ab-401d-8a2c-bdb9fc9beb50"
Course_Data_Governance_and_Information_Management,Make proposals to improve internal processes,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5, http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95"
Course_Data_Governance_and_Information_Management,Improve service to customers with digitalization,"http://data.europa.eu/esco/skill/1a4cc54f-1e53-442b-a6d2-1682dc8ef8f9, http://data.europa.eu/esco/skill/ee3c1d54-f46a-43c7-a0f9-0ba3648164d0, http://data.europa.eu/esco/skill/dfff95c6-9758-4c04-a228-7eaa88dec6cd","http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8, http://data.europa.eu/esco/skill/43dfbe7f-9e10-4871-b171-e5076737b4cf, http://data.europa.eu/esco/skill/397da142-ab35-48fe-b154-7c38f447adfb, http://data.europa.eu/esco/skill/737f8895-46df-4283-8f38-13f3f0fc3b77, http://data.europa.eu/esco/skill/aa0d8201-5a8e-417f-81f4-c04601139582"
Course_Data_Governance_and_Information_Management,Build new digital products and services,"http://data.europa.eu/esco/skill/1a4cc54f-1e53-442b-a6d2-1682dc8ef8f9, http://data.europa.eu/esco/skill/ee3c1d54-f46a-43c7-a0f9-0ba3648164d0, http://data.europa.eu/esco/skill/dfff95c6-9758-4c04-a228-7eaa88dec6cd","http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8, http://data.europa.eu/esco/skill/43dfbe7f-9e10-4871-b171-e5076737b4cf, http://data.europa.eu/esco/skill/397da142-ab35-48fe-b154-7c38f447adfb, http://data.europa.eu/esco/skill/737f8895-46df-4283-8f38-13f3f0fc3b77, http://data.europa.eu/esco/skill/aa0d8201-5a8e-417f-81f4-c04601139582"
Course_Data_Governance_and_Information_Management,Make proposals to transform business models,"http://data.europa.eu/esco/skill/6a7792a9-888a-46ad-afc9-2c0d94c8fde6, http://data.europa.eu/esco/skill/3140d979-2d6a-4c10-add9-f7091103829f","http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95"
Course_Data_Governance_and_Information_Management,Provide necessary steps for good data management,"http://data.europa.eu/esco/skill/54c9c155-9293-4329-8ed2-2e76e8b519d4, http://data.europa.eu/esco/skill/d53b04fb-1bbb-4a25-92f8-8ceb308d276f, http://data.europa.eu/esco/skill/5d9e766b-8f17-4e17-bfab-3bb0e0719791, http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec, http://data.europa.eu/esco/skill/713fb616-118e-40bc-9366-4a69879a49d5","http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639, http://data.europa.eu/esco/skill/e9575f7f-053a-439e-8074-f93df3334e92, http://data.europa.eu/esco/skill/cc7370dd-69fa-4c67-a96f-d4d135d38700, http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01, http://data.europa.eu/esco/skill/a56dec32-05ef-45de-a256-ee6741f356db, http://data.europa.eu/esco/skill/696e3b5b-8b61-45af-ae4c-3ab700f197ec, http://data.europa.eu/esco/skill/9a0d0abc-010d-440b-8242-7e31510471ba, http://data.europa.eu/esco/skill/11eebd42-44ab-401d-8a2c-bdb9fc9beb50"
Course_Data_Governance_and_Information_Management,Give necessary conditions for successful use of big data,"http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5, http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d, http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8, http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278","http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639, http://data.europa.eu/esco/skill/e9575f7f-053a-439e-8074-f93df3334e92, http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180"
Course_Data_Governance_and_Information_Management,"Assess the domain of use of coming data-driven technologies (AI, Blockchain)","http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5, http://data.europa.eu/esco/skill/41f2f9bf-1440-49f7-bbb1-2c3c3ea93f76, http://data.europa.eu/esco/skill/0e5affa0-705e-4b19-94e8-19e902e0287d, http://data.europa.eu/esco/skill/4ef13dee-380d-4b76-9034-c4995045303f, http://data.europa.eu/esco/skill/3a09d732-08b9-4c90-8fd3-34e2d69ce084, http://data.europa.eu/esco/skill/ce2dcc4b-d0a4-4aa4-b84a-a08da3c31d7d, http://data.europa.eu/esco/skill/1f0fbd17-56b7-45cd-b841-e7d9e2a5a14e","http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4, http://data.europa.eu/esco/skill/afa14e38-5973-4cce-a077-f796c1ced2cc, http://data.europa.eu/esco/skill/668c3fd4-8443-4f27-bc1e-2d96205186b5, http://data.europa.eu/esco/skill/5ce5236e-93e2-4899-8971-fff526f85a01, http://data.europa.eu/esco/skill/98a57799-0146-4849-a1d2-41021c4b7b8f, http://data.europa.eu/esco/skill/296f6b56-de45-4aac-aa96-43e4a4864724, http://data.europa.eu/esco/skill/14062e1c-6540-4cb6-b343-ad419e3d10ac, http://data.europa.eu/esco/skill/699c949a-699a-4858-a02e-a63f66872d6f, http://data.europa.eu/esco/skill/f7e051fc-8f7b-45b3-8911-8ffb9b951f4a, http://data.europa.eu/esco/skill/c4ba511c-dc24-44bc-8bc5-10b2d4a191fb, http://data.europa.eu/esco/skill/b4057ecb-06d6-45db-a352-ce73e3fd991d, http://data.europa.eu/esco/skill/fc94266b-322d-4f1d-87a0-03f999e72344, http://data.europa.eu/esco/skill/3c2e6f38-42c1-46ec-b782-5854b2db330d, http://data.europa.eu/esco/skill/9035afc4-5317-455d-ab60-f32e2ecc6bfc, http://data.europa.eu/esco/skill/07884056-a07a-40b7-bba3-1ceed61f529c, http://data.europa.eu/esco/skill/8bbdb795-0deb-478f-91e4-5238867ed8ba, http://data.europa.eu/esco/skill/d686f015-5568-4288-9135-74936cd7b655, http://data.europa.eu/esco/skill/7c939ef4-adb2-4c0c-aa27-9cc1aefd7c81, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2"
Course_Data_Governance_and_Information_Management,"Show analytical skills to assess data use, define necessary conditions, and solve problems","http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92, http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5, http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562, http://data.europa.eu/esco/skill/f60c9e52-95fc-4ca1-a73c-18a491153b63","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95"
Course_Data_Science,Understand how to extract knowledge from data,"http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5, http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d, http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258, http://data.europa.eu/esco/skill/fbafa41f-cd05-4109-a649-8b44d306d779, http://data.europa.eu/esco/skill/906323f4-00c4-4c3b-ab5a-8af77be3456e, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8, http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278, http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775, http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50","http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4, http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180, http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43"
Course_Data_Science,Comprehend basic principles of machine learning algorithms,"http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5, http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d, http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258, http://data.europa.eu/esco/skill/fbafa41f-cd05-4109-a649-8b44d306d779, http://data.europa.eu/esco/skill/906323f4-00c4-4c3b-ab5a-8af77be3456e, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8, http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278, http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775, http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50","http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38, http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4, http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180, http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43"
Course_Data_Science,Apply machine learning algorithms in practical settings,"http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5, http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d, http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258, http://data.europa.eu/esco/skill/fbafa41f-cd05-4109-a649-8b44d306d779, http://data.europa.eu/esco/skill/906323f4-00c4-4c3b-ab5a-8af77be3456e, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8, http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278, http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775, http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50","http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38, http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4, http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180, http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43, http://data.europa.eu/esco/skill/51586df8-1c46-4b47-8583-773cb63bf00b, http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93"
Course_Data_Science,Design data science processes including data preprocessing,"http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5, http://data.europa.eu/esco/skill/fbafa41f-cd05-4109-a649-8b44d306d779, http://data.europa.eu/esco/skill/906323f4-00c4-4c3b-ab5a-8af77be3456e, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8, http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278, http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775, http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50","http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639, http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180, http://data.europa.eu/esco/skill/cc7370dd-69fa-4c67-a96f-d4d135d38700, http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01"
Course_Data_Science,Evaluate and interpret machine learning algorithms,"http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5, http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d, http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8, http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278, http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775, http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50","http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38, http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4, http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180, http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43"
Course_Data_Science,Compare results of different models for machine learning tasks,"http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5, http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d, http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8, http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278, http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775, http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50","http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38, http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4, http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180, http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43"
Course_Data_Science,Apply supervised and unsupervised learning techniques,"http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5, http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d, http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8, http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278, http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775, http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50","http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38, http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4, http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180, http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43"
